temperature,pressure,gas_toxicity,materials,quantity,blast_radius
1348.5842360750871,1020.6060345486468,236.8938549000456,Petrol,498.0270488676032,773.8604341935268
1321.4688307596457,986.4040786178429,496.2910765315141,Natural Gas,817.4899653208865,918.4652190819901
1074.6280235544143,1041.4222603841267,653.7682225628218,Diesel,751.8092928507543,944.7416245569326
1357.0235993959911,998.5920029812095,175.11767649044498,Petrol,721.3651497199647,764.5771095062292
1215.7368967662603,989.0660444897962,894.1747315666048,Petrol,406.4903519319072,1062.0286891712028
1322.976062065625,1042.2123655908283,823.2431818973816,Diesel,824.4673573593291,1093.6971663986967
1358.4365199693973,1046.8956048760826,554.6860962189744,Crude Oil,147.1521660353751,912.2536420228555
1127.2013899887456,1040.3489332085815,970.4139537332534,Petrol,243.66241128895052,1056.951628715811
1044.0207698110707,1036.6661252307415,475.98488134758975,Kerosene,402.06094568012054,794.1282435959512
1091.1740650167767,1025.8669386447316,985.699287132848,Diesel,169.12669696235315,1039.9501349475352
1170.8431154505024,1018.5600159426398,701.1279989232644,Petrol,311.49484978122246,936.6027719166283
1327.2059063689971,986.0890731937988,671.2041459285473,Natural Gas,847.1358846981263,1011.4746648977147
1344.2922333025374,1008.5917249149489,249.3594057662065,Kerosene,953.4263840110714,823.7476532877843
1002.7808522124762,1006.0881961908619,893.7349824741796,Petrol,374.14212019677143,974.5090860317291
1204.2989210310263,998.1827648632228,484.7407191285536,Kerosene,338.0642235899544,840.6605911565683
1166.9644012595115,1030.639407958201,246.0100652042314,Kerosene,351.90338702178417,720.5483316444017
1088.843124188292,1014.711301455514,111.34676797818314,Crude Oil,349.9471786157594,622.5351179357513
1047.946146933473,985.6732351135354,603.7801152745443,Kerosene,132.3371639673757,837.9635557764476
1135.0460685614512,995.4128241364868,574.6596599104087,Crude Oil,934.2247116979972,923.7591676587361
1377.1638815650076,1027.8281134561716,747.4182601322427,Diesel,292.3283274132956,1027.3707981620753
1129.281172808302,985.329160164321,901.2322477160219,Crude Oil,478.00366667326443,1040.4584885632428
1207.5162486973463,1039.5844839834137,171.46592617872656,Natural Gas,108.71819446687097,653.0214871590088
1281.207583558071,1014.6602568909782,758.3468413063262,Petrol,872.1595818235514,1055.8020712748828
1145.4518409517177,1013.6410604128654,268.670749687824,Diesel,758.0416100094254,749.5886254613589
1388.7128330883843,1021.4685449261663,872.3593478414476,Diesel,952.0804316563328,1146.3907587402518
1384.9789179768445,1037.7276676147605,837.1571624754905,Natural Gas,803.4539312767591,1116.928316922417
1100.7129183301456,1004.3466445531535,586.71437948699,Crude Oil,382.33586084685874,861.1104012377683
1198.8994023569542,1027.4611306791344,739.2185187609804,Petrol,323.0860228555813,970.33220831265
1120.351323926708,1019.6012374797053,382.9151018653736,Crude Oil,727.9446767979637,806.4476124114702
1113.936197750987,998.6919789118595,524.0511090395332,Kerosene,427.7014975094495,838.6520524642916
1014.7547789418131,1041.504099044861,839.4732079394245,Crude Oil,609.5935141773549,997.0366260849936
1243.8257335919589,1035.8198215124849,513.3386774558926,Diesel,105.6317239238232,851.4616271083738
1201.0716092915445,1026.0916284260898,422.0184387928976,Petrol,155.69713151242772,794.3318619665397
1020.5915004999957,1039.540721036597,544.7912025252699,Crude Oil,581.831147063486,836.0417863959277
1111.4585856946446,1040.710594067186,845.4243271934965,Petrol,609.4644818033486,1021.54164235213
1363.3063543866615,1029.5854083700524,401.68724263378544,Petrol,776.3076500134092,893.5150134779558
1095.8247562667889,1038.5909329854571,256.3854338221694,Kerosene,218.76878766156557,690.2024735700747
1057.9579488364893,1028.8230023168499,740.8126182977027,Kerosene,561.8647753811009,943.1018735126584
1195.7811041110251,1027.609854023221,843.3803914372736,Diesel,275.00287998851974,1013.3900598065641
1394.2601816442402,1023.3027964750629,190.57373067118,Natural Gas,183.8765076064252,728.78500760257
1096.8221086046,1032.690164769035,315.8867014803502,Petrol,469.4462146544991,745.6022276694084
1268.8542189623513,991.1023573705152,227.7747907848945,Natural Gas,247.0029832801515,718.6761672750945
1304.647846131487,1041.660953143925,413.14727042395,Diesel,299.60378037308675,829.5298775377352
1095.05501759696,1041.0290469421661,505.31588101487137,Petrol,385.79912188255156,821.1965246741906
1291.2865394447438,982.0473098124191,773.9437032669758,Petrol,333.44956066887664,1006.0493908542038
1147.1132530877012,1037.8071725395334,686.0328263935068,Natural Gas,178.83216766535176,919.4690349703214
1252.9223322374319,989.0208907231412,658.8357107305881,Crude Oil,180.92462037373207,915.7072660312783
1253.411884304358,1003.4583197981399,417.137451948689,Kerosene,273.9244737107514,816.6094231394354
1214.3098736299034,1032.0455779404126,857.3027977762839,Crude Oil,145.50326916358506,1011.1926148914148
1036.1159080217633,991.2531927233815,524.1584506583481,Natural Gas,663.8113177092345,841.6617385647671
1334.1209982356952,1037.2576916883343,981.194444213639,Kerosene,358.5940448580118,1137.5604189528228
1128.3120259886944,1038.249392457042,670.7279244661631,Crude Oil,351.77137099216395,917.4610848277268
1074.6074041599418,1015.5227413632585,213.63826740805246,Kerosene,398.79846481398863,663.0137931746564
1016.3100566219056,980.4470110201784,708.5598058678906,Petrol,696.5166467887494,928.3199150540481
1236.3571772752966,1000.0926693222439,392.5936138885291,Crude Oil,883.5704933351415,858.0896396798007
1271.0257447369129,1023.1848842863019,717.6944770174877,Kerosene,783.1782393000746,1025.161911483058
1006.6351315711424,1048.6830324619195,162.67703334616516,Kerosene,754.7763072025855,669.5216636732226
1204.8372233197124,1024.2269468911668,257.3932934583635,Kerosene,535.9520670407644,744.1944753657447
1090.5983100791752,998.1862506744911,870.1635330152077,Crude Oil,724.4250012706706,1039.7558236484172
1258.0691161637799,1024.3803992169728,304.4616013211634,Diesel,597.4861312302248,798.7669270802159
1069.7465716019965,1017.7989765801099,853.3370127186461,Crude Oil,294.625475367876,975.2377068085082
1276.3750952409864,1034.58917766058,351.3484796089694,Natural Gas,287.7295309669456,800.84903205818
1154.694138520215,987.488644717887,678.5937190528368,Crude Oil,366.7528061877551,920.5364578180128
1374.6919954946939,1033.271953175142,724.7355161588479,Kerosene,919.7224038728319,1074.0476725158696
1055.0083776583972,1017.8886605073277,561.3892778305476,Petrol,592.6733563417533,859.1604432663404
1136.4265404201035,1047.4094402701296,374.77960902705814,Crude Oil,760.5148393016825,813.461171640829
1045.3894084962355,1003.9310516227081,291.3799387339865,Crude Oil,411.90288383489286,708.1377865654435
1369.8774473114252,1024.2835325193764,129.8704191061836,Kerosene,466.9441935987027,732.6149445332575
1350.9357413523924,1045.2419673857012,373.55176111665145,Petrol,213.00902077352623,827.4651339367334
1103.1766510860623,987.1756809593476,687.8465114781548,Petrol,254.16546203950332,898.6507552234428
1263.9936184136716,1045.6059941065516,944.4743366036344,Natural Gas,844.620899343531,1149.464401199254
1326.8888800804864,1028.1520005610569,884.0840340367469,Crude Oil,626.3547685199939,1104.2029926365271
1222.080324639785,984.748594137362,789.4582988817723,Petrol,403.77921929543703,1001.5981024823282
1211.8602313424026,1001.0674496862771,809.6026089279688,Petrol,822.5660880959914,1050.062032453715
1096.7409163601806,1029.5720462051697,698.4864131283957,Diesel,321.8679150741847,906.0676572836628
1037.2411071223596,984.714542102814,334.2581718094027,Diesel,978.4294287401834,765.1567610418806
1358.8863031813307,1020.7519322123392,916.4755276352469,Petrol,410.33584697155277,1107.7727320111997
1360.1672228653322,1004.2118139867069,703.6590807152506,Natural Gas,403.5798587361048,1003.1558258099204
1253.2405829093072,1023.4640862437234,604.396567882396,Petrol,380.7207149830347,917.6249486193685
1135.6119164194802,983.2019423668759,199.89052229213297,Kerosene,209.90036433185912,655.3036772915481
1139.6838298450643,1041.0075764306664,502.3499894257829,Crude Oil,200.02343259881116,825.1003068217993
1290.3822715480958,1048.1442278424179,514.3224440817337,Natural Gas,683.2945310807111,919.4591415846019
1358.844103981031,1047.8214498699983,878.1072485704029,Kerosene,887.6062401022423,1151.6858056739068
1354.834569706047,1032.4756282220046,591.9833981690097,Natural Gas,811.4684592445061,995.9096602642712
1311.9502183430495,989.1060368091443,442.36049407336867,Kerosene,226.99683461921597,835.3956099662063
1256.812658461715,1033.0784237150315,979.1202956595934,Crude Oil,591.0239096128598,1136.089328330895
1033.6559859980196,981.7210841521161,199.6485339936841,Crude Oil,195.032391378976,628.8547210363506
1064.6514856378456,981.5486486070298,480.29358548075015,Diesel,140.7651792517697,768.7001596985147
1359.4216754108318,1002.6527153404679,137.82220765426476,Kerosene,690.7472734462905,750.6510501779652
1242.571623863836,1014.2050233283267,765.9137086902373,Diesel,581.6371003123153,1021.777566478119
1003.6788206466518,1033.9285192465454,926.2688969792356,Kerosene,173.82131669032378,983.6437540480027
1040.5886171464128,1027.8306763624553,352.0335965954405,Diesel,131.4453217653896,707.6717940822778
1265.4007076432224,1011.2131894463723,872.5075091192087,Crude Oil,990.7807720684011,1117.9072010615664
1002.0246335384875,999.1538666397166,362.996407415708,Natural Gas,127.01919893416469,698.8863843280136
1064.3232205669995,1049.7987150110398,919.6931454795237,Diesel,500.07542774514366,1036.8915329343374
1219.4935157466343,1009.8326911565181,778.5657132371056,Kerosene,554.157122146926,1009.5243601246572
1276.7580790770774,1011.5970917030772,824.4160991572948,Kerosene,205.55213302040056,1018.955103245982
1260.7845038010403,991.4536674834169,116.20590004040905,Crude Oil,252.15560059574463,665.7513908330423
1089.7077237842238,1035.636668412495,966.5293213666233,Kerosene,416.62450576931724,1052.9698765009598
1284.8716885390145,1028.5577558047041,754.003892863291,Petrol,785.5082885922964,1041.6018022468347
1094.89963499872,995.4538728952132,374.27598584751996,Natural Gas,556.37418165424,767.7335516279898
1130.1598792637071,985.766673193109,846.4551983729623,Diesel,674.1116870976654,1025.127180953574
1298.5965620472098,1027.63495114523,353.3690785734369,Natural Gas,986.6570995816073,861.6282940759005
1259.853159618886,1025.8157849996794,885.4784556095152,Crude Oil,791.2048917818887,1112.4697983031238
1339.6893641976712,999.1281668898747,201.32235137074332,Diesel,490.92534832709595,750.834620198612
1263.0451569201373,1046.5604493575288,733.3173797147161,Diesel,501.7977296168939,1003.6635771456945
1227.3234413341886,990.574052424663,586.6286289804193,Petrol,656.8948693369045,933.4288319992663
1037.469907131237,1010.2634360729821,186.88102317589673,Crude Oil,698.8286875770139,680.2060071752363
1147.0863212237734,1046.053114411732,317.7044454329551,Kerosene,550.6398332530042,764.5756159045897
1106.0809470726902,1009.3809121848285,111.1636326495833,Petrol,680.3751005334819,658.1428321634535
1097.5958573516334,1024.6968163364859,521.8911689180552,Petrol,121.17924497268889,807.0729437672012
1389.2042219009782,1007.8316078573956,371.1387346840003,Natural Gas,486.6605775071597,859.8047675191351
1157.239089866704,999.1950641644069,638.5217358679829,Natural Gas,351.0442684661291,900.5389135650789
1356.8186220708453,1048.878435357188,367.5140269377555,Natural Gas,216.25700071879936,814.9936895241578
1252.4554503989052,1008.653380442053,369.9272003562862,Petrol,189.5918615278976,772.0039770049887
1317.9245214166594,1042.5869442575395,768.873878858443,Kerosene,642.8729490532007,1059.9947863480807
1201.054837242077,996.096822412376,143.3285523805181,Diesel,571.2404924373506,684.3810676002792
1230.7615538505436,994.9173292817559,912.6054956727885,Natural Gas,328.22570529673226,1060.6883086557484
1197.0070775275456,982.1793858019158,867.0374869520633,Kerosene,523.855052895263,1041.80106633778
1078.0971951192178,1025.616677776312,701.0242149037658,Crude Oil,543.0090836641675,931.2822359699361
1288.980846104602,1005.7968440606633,633.8994130966458,Natural Gas,275.50808239475424,931.0549003462959
1112.3089449763422,1040.5050774887745,903.072248325687,Diesel,686.8837556934856,1069.9350881304972
1009.7263865725815,1013.124693468409,266.797161575843,Crude Oil,802.8274207474814,711.9838603849104
1258.188918362867,1047.7735399540306,171.07224597174576,Crude Oil,812.3171868005671,751.8469490118162
1070.8442717628195,992.9867860992185,315.5591529185843,Diesel,642.2228476331095,746.3853287747112
1376.1834337411658,1040.8036217568927,815.1204508301712,Natural Gas,560.4747242671126,1078.2077272732938
1381.571430801035,1034.361779695422,131.20324005383497,Petrol,154.9064287048554,709.0224621156859
1365.9457560881795,1033.9645291250836,624.5261515751407,Diesel,359.04816896644525,969.2057739144535
1148.0634801021777,1039.1348259681822,995.893764572179,Diesel,183.9443021003529,1069.9463001460763
1006.1826466115469,1033.27167936601,870.1264844537855,Diesel,967.4408447906263,1037.80067204125
1371.32742503509,1023.8354225141991,569.3011201392305,Crude Oil,221.57213160318463,915.9152544673808
1171.2736593269258,989.1871414377671,157.2768183579781,Kerosene,236.59786886599184,655.0529516218897
1386.6619276174679,982.2768325643876,848.2361629471388,Petrol,900.6189564974429,1140.377146593851
1385.4479908357011,1044.4593493470982,639.0806573594895,Natural Gas,949.535455128812,1039.74960399234
1341.203782186944,1023.1655220164516,203.43969735361014,Natural Gas,789.2461353114189,778.508474213661
1117.7795568278343,1035.7576103683323,184.47155634102057,Kerosene,104.86443130540289,647.4951928737011
1154.03909144077,1013.7065646058785,918.6641374929332,Diesel,101.21164386090733,1022.7075883429701
1340.4546686067429,988.2115732273676,702.2802366442706,Petrol,440.29069280870567,990.3586406710226
1126.768802062511,988.7630054541785,846.3581193850799,Natural Gas,229.05583300980328,978.6403250726623
1067.797098674437,1027.989570106028,891.0810102540406,Natural Gas,116.54752793643756,979.3954104004694
1222.72050498334,1010.1214126429624,614.59511684349,Diesel,517.6600204640542,925.2471751574265
1374.4619096643123,994.0367308690236,565.7017165795371,Kerosene,948.7557076662744,988.0115325581041
1278.411918669989,1014.4116182719006,487.3846692888912,Petrol,391.4376174121883,864.9374900985738
1228.024468035746,984.4946255952594,385.25192901200734,Kerosene,695.0266105858268,821.2557023876009
1038.8705975083074,1020.737998134008,491.1363647728406,Kerosene,687.0118178191967,830.9500199760089
1246.0028906796679,998.8295383104569,796.4916901571407,Petrol,325.972093298651,1003.4965190751087
1396.0215400417053,1035.8291370446032,641.7310879136185,Petrol,685.3827239414779,1013.1948969218053
1056.0336060946097,1001.7253371246502,903.2709609593614,Natural Gas,291.10057685820215,998.3166360024215
1207.3318609454948,1011.8654104357261,499.042012941269,Natural Gas,209.80667221920015,827.4734355355558
1350.949228771182,980.813437793567,646.3806208468786,Petrol,731.2449570037211,999.0782769288633
1296.3074471016816,985.0712821456191,668.1767977827899,Crude Oil,202.09673539352508,938.1261219889279
1278.8062963981072,1007.4745489484679,632.527446075693,Natural Gas,997.2182967304198,1002.3197987605781
1280.9936335948437,1013.5957184301986,732.3703957769648,Crude Oil,265.1071610352064,981.7113932835907
1143.796460487902,1022.0014383683513,313.69012153732564,Petrol,634.7276764808117,773.5128106282159
1117.4367377057974,1000.4163805096513,561.1273997912116,Natural Gas,470.2371142713304,863.4164808213529
1323.7444621914055,1028.648732028858,193.8023225275129,Kerosene,213.74778016510038,726.4626184937314
1324.0453578716724,1040.2085678032443,446.0601948803313,Petrol,125.05951681967206,839.181804338633
1346.8289274320414,1034.5895692225345,538.9003617591379,Diesel,660.45905406355,945.0917907932211
1365.2962210225885,982.773317774385,687.0018335909252,Crude Oil,826.0818074102135,1031.7979865340192
1204.5369595443751,1013.635486308048,955.4779473275831,Petrol,857.8140953560696,1131.4791928277118
1200.60651787488,987.3451124892722,640.5859598935203,Petrol,534.442125769241,934.5429657691171
1319.3180715867102,996.9431511103769,769.2345245589038,Natural Gas,799.709920464147,1060.447665423264
1259.9855723111061,1049.0663815287003,555.6394535456825,Natural Gas,705.5624201396903,930.0462400778596
1280.7867509030814,989.9746880031059,670.6936282386981,Natural Gas,751.8290747492199,995.8259803446484
1318.3170677744404,1014.922170741595,163.83899452039608,Diesel,543.3391046996327,730.4259390368975
1356.0021367270265,1023.2709014022684,328.95242275766225,Natural Gas,670.0705662179143,838.3586023301856
1135.1980627406142,1029.1725479380873,425.66778388462484,Petrol,824.9733222184512,836.0327271242709
1150.2331810559776,1019.175407844084,525.2440195058623,Natural Gas,458.09575800132075,856.920777884663
1037.5927759363476,980.6839593193429,141.08387095214536,Kerosene,825.3810107808254,666.5532826912815
1231.3120563984696,1002.8522915770794,226.02168779798592,Natural Gas,632.8151585101566,741.4296322630643
1014.3769095186968,1016.2398150369298,349.1328770121752,Diesel,249.31092193370762,715.4514463283239
1186.239207252984,986.1506549401383,974.3794218109456,Kerosene,122.21574150212615,1057.0622293318759
1217.0578538830307,1004.5438851846427,398.2123063927457,Petrol,426.47824035923685,800.4571001178812
1114.6165008513137,982.3242176153957,533.8369523008743,Petrol,592.0266954667059,855.0570635646892
1236.3333042276042,985.5004948008515,276.4879414645536,Crude Oil,855.8383169831395,786.6266413240883
1012.2000999756198,1007.7846293341117,649.7020639681914,Kerosene,214.73711212622158,854.8664763449046
1014.9392754996858,989.2901027830143,352.61489396437685,Crude Oil,820.1857129152212,755.725004741867
1329.0402242638634,1019.7278593783091,286.2933205945841,Kerosene,876.7081414605043,825.3695162128824
1144.0762565645052,1028.2625478396085,564.9153656013812,Kerosene,235.6187383007504,853.2663142843534
